round,Nq1,Nq2,N1,N2,W1,W2,X1,X2,T1,T2,VarW1,VarW2
6660, 0.004, 0.140, 0.080, 0.358, 0.025, 0.468, 0.508, 1.047, 0.533, 1.515, -nan, inf
6661, 0.000, 0.000, 0.578, 0.422, 0.000, 0.000, 0.603, 0.000, 0.603, 0.000, -nan, 0.000
6662, 0.000, 1.000, 0.261, 1.739, 0.000, 0.000, 0.119, 0.000, 0.119, 0.000, -nan, 0.000
6663, 0.000, 1.162, 0.321, 1.840, 0.000, 0.000, 0.441, 0.000, 0.441, 0.000, -nan, 0.000
6664, 0.000, 0.700, 0.493, 0.981, 0.000, 0.337, 0.806, 0.122, 0.806, 0.459, -nan, inf
6665, 0.000, 0.000, 0.169, 0.192, 0.000, 0.000, 1.098, 1.242, 1.098, 1.242, -nan, -nan
6666, 0.000, 0.000, 0.212, 0.464, 0.000, -0.000, 1.872, 4.107, 1.872, 4.107, -nan, -nan
6667, 0.000, 0.000, 0.009, 0.057, 0.000, 0.000, 0.107, 0.653, 0.107, 0.653, -nan, -nan
6668, 0.000, 0.000, 0.714, 0.023, 0.000, 0.000, 0.937, 0.031, 0.937, 0.031, -nan, -nan
6669, 0.000, 0.000, 0.232, 0.053, 0.000, 0.000, 0.630, 0.143, 0.630, 0.143, -nan, -nan
6670, 0.000, 0.000, 0.115, 0.522, 0.000, -0.000, 0.496, 2.249, 0.496, 2.249, -nan, -nan
6671, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6672, 0.321, 0.679, 1.321, 0.679, 1.373, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6673, 0.144, 0.532, 0.299, 1.019, 0.981, 1.852, 0.076, 1.468, 1.056, 3.320, -nan, inf
6674, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6675, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
6676, 0.768, 0.974, 1.474, 1.267, 3.739, 0.000, 0.164, 0.000, 3.903, 0.000, -nan, 0.000
6677, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6678, 0.506, 1.311, 1.129, 1.688, 1.040, 0.000, 0.242, 0.000, 1.282, 0.000, -nan, 0.000
6679, 0.000, 0.675, 0.139, 1.274, 0.000, 3.528, 0.912, 0.412, 0.912, 3.940, -nan, inf
6680, 0.000, 0.000, 0.037, 0.728, 0.000, 0.000, 0.166, 3.224, 0.166, 3.224, -nan, -nan
6681, 0.000, 0.000, 0.705, 0.295, 0.000, 0.000, 0.459, 0.000, 0.459, 0.000, -nan, 0.000
6682, 0.000, 0.434, 0.349, 0.568, 0.000, 0.248, 1.018, 0.142, 1.018, 0.390, -nan, inf
6683, 0.000, 0.000, 0.333, 0.284, 0.000, -0.000, 1.321, 1.128, 1.321, 1.128, -nan, -nan
6684, 0.000, 0.000, 0.256, 0.744, 0.000, 0.000, 0.125, 0.000, 0.125, 0.000, -nan, 0.000
6685, 0.000, 0.374, 0.265, 0.557, 0.000, 0.189, 0.460, 0.129, 0.460, 0.318, -nan, inf
6686, 0.000, 0.000, 0.173, 0.376, 0.000, -0.000, 0.485, 1.058, 0.485, 1.058, -nan, -nan
6687, 0.000, 0.000, 0.027, 0.051, 0.000, 0.000, 0.379, 0.718, 0.379, 0.718, -nan, -nan
6688, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6689, 0.018, 0.306, 0.126, 0.644, 0.246, 2.991, 1.262, 1.715, 1.507, 4.706, -nan, inf
6690, 0.000, 0.000, 0.055, 0.631, 0.000, 0.000, 0.079, 0.908, 0.079, 0.908, -nan, -nan
6691, 0.000, 0.000, 0.135, 0.027, 0.000, 0.000, 1.696, 0.341, 1.696, 0.341, -nan, -nan
6692, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6693, 0.179, 0.351, 0.624, 0.448, 1.256, 0.598, 1.865, 0.083, 3.121, 0.680, -nan, inf
6694, 0.000, 0.000, 0.017, 0.004, 0.000, 0.000, 0.204, 0.043, 0.204, 0.043, -nan, -nan
6695, 0.000, 0.000, 0.183, 0.085, 0.000, -0.000, 1.260, 0.586, 1.260, 0.586, -nan, -nan
6696, 0.000, 0.000, 0.043, 0.099, 0.000, -0.000, 0.227, 0.520, 0.227, 0.520, -nan, -nan
6697, 0.000, 0.000, 0.005, 0.059, 0.000, -0.000, 0.074, 0.937, 0.074, 0.937, -nan, -nan
6698, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6699, 0.486, 0.514, 1.486, 0.514, 0.183, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6700, 0.577, 1.177, 1.327, 1.427, 1.818, 0.000, 0.544, 0.000, 2.363, 0.000, -nan, 0.000
6701, 0.000, 0.479, 0.183, 0.897, 0.000, 2.207, 1.359, 0.905, 1.359, 3.112, -nan, inf
6702, 0.000, 0.000, 0.063, 0.103, 0.000, -0.000, 0.931, 1.517, 0.931, 1.517, -nan, -nan
6703, 0.000, 0.000, 0.461, 0.539, 0.000, 0.000, 0.726, 0.000, 0.726, 0.000, -nan, 0.000
6704, 0.000, 0.232, 0.213, 0.369, 0.000, 0.046, 0.528, 0.295, 0.528, 0.341, -nan, inf
6705, 0.000, 0.000, 0.513, 0.157, 0.000, 0.000, 2.917, 0.894, 2.917, 0.894, -nan, -nan
6706, 0.000, 0.000, 0.220, 0.053, 0.000, -0.000, 0.333, 0.080, 0.333, 0.080, -nan, -nan
6707, 0.000, 0.000, 0.092, 0.243, 0.000, -0.000, 0.383, 1.008, 0.383, 1.008, -nan, -nan
6708, 0.000, 0.000, 0.051, 0.041, 0.000, 0.000, 0.520, 0.425, 0.520, 0.425, -nan, -nan
6709, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6710, 1.000, 0.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
6711, 1.620, 0.380, 2.620, 0.380, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
6712, 2.000, 1.000, 3.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
6713, 0.597, 2.170, 0.849, 2.883, 2.975, 7.831, 0.096, 0.883, 3.071, 8.714, -nan, inf
6714, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6715, 0.055, 0.594, 0.519, 0.825, 0.108, 0.362, 0.803, 0.091, 0.911, 0.453, -nan, inf
6716, 0.000, 0.000, 0.033, 0.003, 0.000, -0.000, 0.654, 0.061, 0.654, 0.061, -nan, -nan
6717, 0.000, 0.000, 0.001, 0.028, 0.000, -0.000, 0.002, 0.072, 0.002, 0.072, -nan, -nan
6718, 0.000, 0.000, 0.367, 0.109, 0.000, 0.000, 1.677, 0.496, 1.677, 0.496, -nan, -nan
6719, 0.000, 0.000, 0.050, 0.950, 0.000, 0.000, 0.067, 0.000, 0.067, 0.000, -nan, 0.000
6720, 0.000, 0.210, 0.209, 0.384, 0.000, 0.004, 0.785, 0.653, 0.785, 0.657, -nan, inf
6721, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6722, 0.062, 0.938, 0.560, 1.440, 0.169, 0.000, 1.201, 0.000, 1.370, 0.000, -nan, 0.000
6723, 0.000, 1.193, 0.062, 2.130, 0.000, 0.000, 0.293, 0.000, 0.293, 0.000, -nan, 0.000
6724, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6725, 1.000, 1.000, 2.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
6726, 2.000, 1.000, 3.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
6727, 2.150, 1.850, 3.150, 1.850, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
6728, 2.000, 3.000, 3.000, 3.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
6729, 0.656, 4.846, 1.307, 5.195, 1.105, 0.000, 1.378, 0.000, 2.484, 0.000, -nan, 0.000
6730, 0.000, 4.000, 1.000, 4.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6731, 0.201, 2.855, 0.420, 3.592, 2.623, 8.505, 0.228, 1.105, 2.851, 9.610, -nan, inf
6732, 0.000, 0.000, 0.048, 0.030, 0.000, 0.000, 0.171, 0.105, 0.171, 0.105, -nan, -nan
6733, 0.000, 0.000, 0.480, 0.255, 0.000, -0.000, 1.371, 0.728, 1.371, 0.728, -nan, -nan
6734, 0.000, 0.000, 0.476, 0.280, 0.000, 0.000, 1.077, 0.634, 1.077, 0.634, -nan, -nan
6735, 0.000, 0.000, 0.474, 0.366, 0.000, -0.000, 0.250, 0.193, 0.250, 0.193, -nan, -nan
6736, 0.000, 0.000, 0.959, 0.041, 0.000, 0.000, 0.645, 0.000, 0.645, 0.000, -nan, 0.000
6737, 0.000, 0.931, 0.548, 1.384, 0.000, 0.000, 1.571, 0.000, 1.571, 0.000, -nan, 0.000
6738, 0.000, 0.782, 0.196, 1.413, 0.000, 2.680, 0.895, 0.203, 0.895, 2.884, -nan, inf
6739, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6740, 0.551, 0.449, 1.551, 0.449, 0.238, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6741, 0.239, 1.430, 0.672, 1.996, 0.297, 0.000, 0.243, 0.000, 0.540, 0.000, -nan, 0.000
6742, 0.000, 0.593, 0.141, 0.899, 0.000, 1.913, 1.446, 1.224, 1.446, 3.136, -nan, inf
6743, 0.000, 0.000, 0.126, 0.483, 0.000, 0.000, 0.391, 1.501, 0.391, 1.501, -nan, -nan
6744, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6745, 0.027, 0.458, 0.297, 1.188, 0.068, 0.000, 0.599, 0.000, 0.667, 0.000, -nan, 0.000
6746, 0.000, 0.251, 0.211, 0.294, 0.000, 0.216, 1.142, 0.013, 1.142, 0.228, -nan, inf
6747, 0.000, 0.000, 0.055, 0.526, 0.000, 0.000, 0.175, 1.669, 0.175, 1.669, -nan, -nan
6748, 0.000, 0.000, 0.057, 0.249, 0.000, 0.000, 0.244, 1.070, 0.244, 1.070, -nan, -nan
6749, 0.000, 0.000, 0.091, 0.092, 0.000, 0.000, 0.369, 0.372, 0.369, 0.372, -nan, -nan
6750, 0.000, 0.000, 0.243, 0.006, 0.000, 0.000, 0.500, 0.012, 0.500, 0.012, -nan, -nan
6751, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6752, 0.712, 0.288, 1.612, 0.388, 1.588, 0.000, 0.421, 0.000, 2.009, 0.000, -nan, 0.000
6753, 0.000, 0.182, 0.058, 0.374, 0.000, 0.417, 0.458, 1.092, 0.458, 1.510, -nan, inf
6754, 0.000, 0.000, 0.065, 0.061, 0.000, 0.000, 0.235, 0.218, 0.235, 0.218, -nan, -nan
6755, 0.000, 0.000, 0.010, 0.274, 0.000, 0.000, 0.037, 0.991, 0.037, 0.991, -nan, -nan
6756, 0.000, 0.000, 0.132, 0.275, 0.000, -0.000, 0.203, 0.422, 0.203, 0.422, -nan, -nan
6757, 0.000, 0.000, 0.267, 0.733, 0.000, 0.000, 0.567, 0.000, 0.567, 0.000, -nan, 0.000
6758, 0.000, 1.000, 0.706, 1.294, 0.000, 0.000, 0.263, 0.000, 0.263, 0.000, -nan, 0.000
6759, 0.000, 1.632, 0.442, 2.190, 0.000, 0.000, 1.551, 0.000, 1.551, 0.000, -nan, 0.000
6760, 0.000, 1.797, 0.021, 2.776, 0.000, 0.000, 0.046, 0.000, 0.046, 0.000, -nan, 0.000
6761, 0.000, 2.000, 0.213, 2.787, 0.000, 0.000, 0.400, 0.000, 0.400, 0.000, -nan, 0.000
6762, 0.000, 2.500, 0.058, 3.441, 0.000, 0.000, 0.216, 0.000, 0.216, 0.000, -nan, 0.000
6763, 0.000, 0.554, 0.005, 1.187, 0.000, 2.504, 0.037, 2.071, 0.037, 4.575, -nan, inf
6764, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6765, 0.028, 0.618, 0.083, 1.414, 0.114, 2.409, 0.110, 0.830, 0.224, 3.239, -nan, inf
6766, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6767, 0.622, 0.378, 1.283, 0.717, 0.802, 0.000, 0.051, 0.000, 0.853, 0.000, -nan, 0.000
6768, 0.000, 2.000, 1.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6769, 0.461, 2.024, 1.108, 2.333, 1.657, 1.103, 0.674, 0.009, 2.331, 1.112, -nan, inf
6770, 0.000, 0.000, 0.002, 0.316, 0.000, 0.000, 0.002, 0.276, 0.002, 0.276, -nan, -nan
6771, 0.000, 0.000, 0.069, 0.102, 0.000, 0.000, 0.649, 0.957, 0.649, 0.957, -nan, -nan
6772, 0.000, 0.000, 0.143, 0.857, 0.000, 0.000, 0.093, 0.000, 0.093, 0.000, -nan, 0.000
6773, 0.000, 1.000, 0.295, 1.705, 0.000, 0.000, 0.438, 0.000, 0.438, 0.000, -nan, 0.000
6774, 0.000, 2.000, 1.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6775, 0.118, 2.376, 0.511, 2.983, 0.814, 0.000, 1.891, 0.000, 2.705, 0.000, -nan, 0.000
6776, 0.000, 0.450, 0.041, 0.992, 0.000, 0.906, 0.204, 1.794, 0.204, 2.700, -nan, inf
6777, 0.000, 0.000, 0.673, 0.141, 0.000, -0.000, 1.315, 0.275, 1.315, 0.275, -nan, -nan
6778, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6779, 0.204, 0.344, 0.743, 0.615, 0.927, 0.041, 1.517, 1.189, 2.443, 1.230, -nan, inf
6780, 0.000, 0.000, 0.511, 0.489, 0.000, 0.000, 0.241, 0.000, 0.241, 0.000, -nan, 0.000
6781, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6782, 0.779, 1.187, 1.671, 1.295, 2.426, 0.000, 0.352, 0.000, 2.778, 0.000, -nan, 0.000
6783, 0.000, 0.348, 0.036, 0.588, 0.000, 0.619, 0.135, 0.289, 0.135, 0.908, -nan, inf
6784, 0.000, 0.000, 0.274, 0.278, 0.000, -0.000, 0.666, 0.674, 0.666, 0.674, -nan, -nan
6785, 0.000, 0.000, 0.421, 0.579, 0.000, 0.000, 0.904, 0.000, 0.904, 0.000, -nan, 0.000
6786, 0.000, 0.413, 0.021, 0.806, 0.000, 2.452, 0.131, 0.006, 0.131, 2.458, -nan, inf
6787, 0.000, 0.000, 0.687, 0.028, 0.000, 0.000, 4.798, 0.193, 4.798, 0.193, -nan, -nan
6788, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6789, 0.905, 0.095, 1.905, 0.095, 1.750, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6790, 0.883, 1.117, 1.883, 1.117, 1.653, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6791, 0.883, 2.117, 1.883, 2.117, 0.595, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6792, 0.012, 3.895, 0.236, 4.671, 0.030, 0.000, 0.536, 0.000, 0.566, 0.000, -nan, 0.000
6793, 0.000, 3.861, 0.839, 4.021, 0.000, 0.000, 1.810, 0.000, 1.810, 0.000, -nan, 0.000
6794, 0.000, 4.000, 0.052, 4.948, 0.000, 0.000, 0.100, 0.000, 0.100, 0.000, -nan, 0.000
6795, 0.000, 3.325, 0.063, 4.262, 0.000, 0.000, 0.255, 0.000, 0.255, 0.000, -nan, 0.000
6796, 0.000, 1.000, 0.625, 1.375, 0.000, 0.000, 1.242, 0.000, 1.242, 0.000, -nan, 0.000
6797, 0.000, 2.000, 0.821, 2.179, 0.000, 0.000, 0.331, 0.000, 0.331, 0.000, -nan, 0.000
6798, 0.000, 2.863, 0.771, 3.092, 0.000, 0.000, 0.669, 0.000, 0.669, 0.000, -nan, 0.000
6799, 0.000, 0.410, 0.017, 0.941, 0.000, 1.181, 0.091, 1.662, 0.091, 2.843, -nan, inf
6800, 0.000, 0.000, 0.214, 0.736, 0.000, -0.000, 0.148, 0.511, 0.148, 0.511, -nan, -nan
6801, 0.000, 0.000, 0.056, 0.476, 0.000, 0.000, 0.145, 1.236, 0.145, 1.236, -nan, -nan
6802, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6803, 0.040, 0.650, 0.277, 1.224, 0.167, 1.900, 0.834, 0.519, 1.000, 2.419, -nan, inf
6804, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6805, 0.886, 0.114, 1.792, 0.208, 1.428, 0.000, 0.033, 0.000, 1.460, 0.000, -nan, 0.000
6806, 0.000, 1.370, 0.302, 2.068, 0.000, 0.000, 0.185, 0.000, 0.185, 0.000, -nan, 0.000
6807, 0.000, 0.722, 0.230, 0.967, 0.000, 0.637, 0.645, 0.048, 0.645, 0.684, -nan, inf
6808, 0.000, 0.000, 0.350, 0.221, 0.000, 0.000, 0.771, 0.486, 0.771, 0.486, -nan, -nan
6809, 0.000, 0.000, 0.613, 0.387, 0.000, 0.000, 1.760, 0.000, 1.760, 0.000, -nan, 0.000
6810, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6811, 0.514, 1.440, 1.339, 1.614, 1.203, 0.000, 0.728, 0.000, 1.931, 0.000, -nan, 0.000
6812, 0.000, 2.000, 1.000, 2.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6813, 0.825, 2.175, 1.825, 2.175, 1.439, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6814, 0.351, 3.649, 1.351, 3.649, 0.619, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6815, 0.082, 4.650, 0.360, 5.373, 0.215, 0.000, 0.511, 0.000, 0.726, 0.000, -nan, 0.000
6816, 0.000, 4.942, 0.930, 5.011, 0.000, 0.000, 1.637, 0.000, 1.637, 0.000, -nan, 0.000
6817, 0.000, 4.991, 0.908, 5.082, 0.000, 0.000, 2.300, 0.000, 2.300, 0.000, -nan, 0.000
6818, 0.000, 3.060, 0.029, 4.031, 0.000, 0.000, 0.129, 0.000, 0.129, 0.000, -nan, 0.000
6819, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6820, 0.098, 0.270, 0.239, 0.394, 0.430, 0.363, 0.188, 0.181, 0.618, 0.544, -nan, inf
6821, 0.000, 0.000, 0.911, 0.089, 0.000, 0.000, 2.177, 0.000, 2.177, 0.000, -nan, 0.000
6822, 0.000, 0.320, 0.235, 0.614, 0.000, 0.431, 1.188, 1.055, 1.188, 1.486, -nan, inf
6823, 0.000, 0.000, 0.366, 0.324, 0.000, 0.000, 1.379, 1.220, 1.379, 1.220, -nan, -nan
6824, 0.000, 0.000, 0.207, 0.743, 0.000, -0.000, 0.640, 2.296, 0.640, 2.296, -nan, -nan
6825, 0.000, 0.000, 0.067, 0.933, 0.000, 0.000, 0.047, 0.000, 0.047, 0.000, -nan, 0.000
6826, 0.000, 0.263, 0.122, 0.615, 0.000, 0.632, 0.548, 0.950, 0.548, 1.583, -nan, inf
6827, 0.000, 0.000, 0.517, 0.314, 0.000, 0.000, 0.474, 0.288, 0.474, 0.288, -nan, -nan
6828, 0.000, 0.000, 0.172, 0.677, 0.000, -0.000, 0.827, 3.254, 0.827, 3.254, -nan, -nan
6829, 0.000, 0.000, 0.154, 0.846, 0.000, 0.000, 0.074, 0.000, 0.074, 0.000, -nan, 0.000
6830, 0.000, 0.215, 0.124, 0.706, 0.000, 0.426, 0.582, 1.873, 0.582, 2.299, -nan, inf
6831, 0.000, 0.000, 0.425, 0.524, 0.000, 0.000, 1.361, 1.677, 1.361, 1.677, -nan, -nan
6832, 0.000, 0.000, 0.967, 0.033, 0.000, 0.000, 0.857, 0.000, 0.857, 0.000, -nan, 0.000
6833, 0.000, 0.164, 0.027, 0.311, 0.000, 1.690, 0.335, 0.123, 0.335, 1.813, -nan, inf
6834, 0.000, 0.000, 0.151, 0.849, 0.000, 0.000, 0.125, 0.000, 0.125, 0.000, -nan, 0.000
6835, 0.000, 0.199, 0.063, 0.519, 0.000, 0.671, 0.310, 0.899, 0.310, 1.570, -nan, inf
6836, 0.000, 0.000, 0.014, 0.019, 0.000, 0.000, 0.228, 0.305, 0.228, 0.305, -nan, -nan
6837, 0.000, 0.000, 0.255, 0.302, 0.000, -0.000, 0.158, 0.187, 0.158, 0.187, -nan, -nan
6838, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6839, 0.230, 0.744, 1.003, 0.971, 0.562, 0.000, 1.324, 0.000, 1.886, 0.000, -nan, 0.000
6840, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6841, 0.075, 1.209, 0.472, 1.678, 0.418, 2.173, 1.795, 0.441, 2.213, 2.614, -nan, inf
6842, 0.000, 0.000, 0.169, 0.831, 0.000, 0.000, 0.096, 0.000, 0.096, 0.000, -nan, 0.000
6843, 0.000, 0.503, 0.361, 1.142, 0.000, 0.000, 0.158, 0.000, 0.158, 0.000, -nan, 0.000
6844, 0.000, 0.984, 0.119, 1.865, 0.000, 0.000, 0.728, 0.000, 0.728, 0.000, -nan, 0.000
6845, 0.000, 1.000, 0.190, 1.810, 0.000, 0.000, 0.476, 0.000, 0.476, 0.000, -nan, 0.000
6846, 0.000, 0.345, 0.040, 0.556, 0.000, 1.097, 0.253, 0.236, 0.253, 1.333, -nan, inf
6847, 0.000, 0.000, 0.527, 0.473, 0.000, 0.000, 0.278, 0.000, 0.278, 0.000, -nan, 0.000
6848, 0.000, 0.219, 0.134, 0.332, 0.000, 0.711, 1.120, 0.233, 1.120, 0.943, -nan, inf
6849, 0.000, 0.000, 0.068, 0.046, 0.000, 0.000, 0.388, 0.266, 0.388, 0.266, -nan, -nan
6850, 0.000, 0.000, 0.685, 0.315, 0.000, 0.000, 1.773, 0.000, 1.773, 0.000, -nan, 0.000
6851, 0.000, 0.370, 0.182, 0.789, 0.000, 0.643, 0.623, 0.793, 0.623, 1.435, -nan, inf
6852, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6853, 0.041, 0.082, 0.088, 0.197, 0.268, 0.493, 0.041, 0.263, 0.309, 0.756, -nan, inf
6854, 0.000, 0.000, 0.307, 0.205, 0.000, -0.000, 3.475, 2.317, 3.475, 2.317, -nan, -nan
6855, 0.000, 0.000, 0.039, 0.178, 0.000, -0.000, 0.426, 1.938, 0.426, 1.938, -nan, -nan
6856, 0.000, 0.000, 0.003, 0.004, 0.000, 0.000, 0.042, 0.052, 0.042, 0.052, -nan, -nan
6857, 0.000, 0.000, 0.161, 0.101, 0.000, 0.000, 0.529, 0.333, 0.529, 0.333, -nan, -nan
6858, 0.000, 0.000, 0.744, 0.256, 0.000, 0.000, 1.371, 0.000, 1.371, 0.000, -nan, 0.000
6859, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6860, 0.022, 0.637, 0.137, 1.105, 0.210, 4.078, 0.890, 0.408, 1.100, 4.485, -nan, inf
6861, 0.000, 0.000, 0.274, 0.018, 0.000, 0.000, 1.378, 0.089, 1.378, 0.089, -nan, -nan
6862, 0.000, 0.000, 0.410, 0.590, 0.000, 0.000, 0.296, 0.000, 0.296, 0.000, -nan, 0.000
6863, 0.000, 0.809, 0.323, 1.392, 0.000, 2.398, 1.598, 0.487, 1.598, 2.885, -nan, inf
6864, 0.000, 0.000, 0.079, 0.295, 0.000, 0.000, 0.384, 1.430, 0.384, 1.430, -nan, -nan
6865, 0.000, 0.000, 0.170, 0.099, 0.000, 0.000, 2.107, 1.236, 2.107, 1.236, -nan, -nan
6866, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6867, 0.008, 0.317, 0.277, 0.404, 0.062, 0.425, 1.950, 0.226, 2.012, 0.651, -nan, inf
6868, 0.000, 0.000, 0.777, 0.223, 0.000, 0.000, 0.879, 0.000, 0.879, 0.000, -nan, 0.000
6869, 0.000, 0.297, 0.204, 0.445, 0.000, 0.367, 0.809, 0.220, 0.809, 0.588, -nan, inf
6870, 0.000, 0.000, 0.263, 0.033, 0.000, -0.000, 1.071, 0.134, 1.071, 0.134, -nan, -nan
6871, 0.000, 0.000, 0.520, 0.199, 0.000, -0.000, 1.394, 0.532, 1.394, 0.532, -nan, -nan
6872, 0.000, 0.000, 0.026, 0.113, 0.000, -0.000, 0.426, 1.851, 0.426, 1.851, -nan, -nan
6873, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6874, 0.289, 0.711, 1.289, 0.711, 0.203, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6875, 0.320, 1.542, 0.767, 2.095, 0.761, 0.000, 0.304, 0.000, 1.065, 0.000, -nan, 0.000
6876, 0.000, 2.000, 0.906, 2.094, 0.000, 0.000, 0.902, 0.000, 0.902, 0.000, -nan, 0.000
6877, 0.000, 3.000, 0.492, 3.508, 0.000, 0.000, 0.199, 0.000, 0.199, 0.000, -nan, 0.000
6878, 0.000, 2.293, 0.292, 2.947, 0.000, 2.088, 1.492, 1.253, 1.492, 3.340, -nan, inf
6879, 0.000, 0.000, 0.128, 0.872, 0.000, 0.000, 0.109, 0.000, 0.109, 0.000, -nan, 0.000
6880, 0.000, 0.130, 0.017, 1.074, 0.000, 0.383, 0.057, 2.807, 0.057, 3.190, -nan, inf
6881, 0.000, 0.000, 0.235, 0.532, 0.000, -0.000, 0.456, 1.035, 0.456, 1.035, -nan, -nan
6882, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6883, 0.191, 0.507, 0.406, 1.251, 0.770, 1.947, 0.096, 1.051, 0.865, 2.998, -nan, inf
6884, 0.000, 0.000, 0.035, 0.031, 0.000, 0.000, 0.101, 0.091, 0.101, 0.091, -nan, -nan
6885, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, -nan, 0.000
6886, 0.105, 0.226, 0.351, 0.323, 0.224, 0.181, 0.301, 0.024, 0.525, 0.206, -nan, inf
